Band	HGNC symbol	Gene Start (bp)	Gene End (bp)	Chromosome Name
q12.11	ZMYM5	19823482	19863636	13
q12.11	ZMYM2	19958670	20091829	13
q12.11	GJA3	20138255	20161049	13
q12.11	GJB2	20187470	20192898	13
q12.11	GJB6	20221971	20232395	13
q12.11	CRYL1	20403667	20525857	13
q12.11	MIR4499	20433778	20433846	13
q12.11	IFT88	20567069	20691437	13
q12.11	IL17D	20702127	20723098	13
q12.11	XPO4	20777329	20903048	13
q12.11	LATS2	20973032	21061547	13
q12.11	SAP18	21140514	21149084	13
q12.11	SKA3	21153595	21176602	13
q12.11	ZDHHC20	21372573	21459370	13
q12.11	FGF9	21671383	21704498	13
q12.12	BASP1P1	22897341	22898005	13
q12.12	SGCG	23180952	23325165	13
q12.12	SACS	23328826	23411513	13
q12.12	LINC00327	23466571	23487464	13
q12.12	TNFRSF19	23570370	23676104	13
q12.12	MIPEP	23730189	23889419	13
q12.12	C1QTNF9B-AS1	23888889	23897263	13
q12.12	C1QTNF9B	23891099	23902655	13
q12.12	SPATA13	23979805	24307074	13
q12.12	MIR2276	24162416	24162504	13
q12.12	C1QTNF9	24307166	24322535	13
q12.12	TPTE2P6	24408157	24597676	13
q12.12	PARP4	24420926	24512810	13
q12.12	ATP12A	24680411	24712493	13
q12.12	RNF17	24764152	24879921	13
q12.13	CENPJ	24882284	24922889	13
q12.13	TPTE2P1	24924677	24968487	13
q12.13	PABPC3	25095868	25099254	13
q12.13	MTMR6	25246201	25288009	13
q12.13	ATP8A2	25372071	26025851	13
q12.13	SHISA2	26044597	26051031	13
q12.13	RNF6	26132115	26222493	13
q12.13	CDK8	26254104	26405238	13
q12.13	WASF3	26557703	26688948	13
q12.13	GPR12	26755200	26760785	13
q12.13	USP12	27066142	27171896	13
q12.2	RPL21	27251309	27256691	13
q12.2	SNORD102	27255064	27255135	13
q12.2	SNORA27	27255401	27255526	13
q12.2	RASL11A	27270327	27273690	13
q12.2	GTF3A	27424544	27435823	13
q12.2	MTIF3	27435643	27450591	13
q12.2	LNX2	27545911	27620404	13
q12.2	POLR1D	27620742	27744237	13
q12.2	GSX1	27792643	27794768	13
q12.2	PDX1	27920020	27926231	13
q12.2	ATP5EP2	27945206	27945590	13
q12.2	CDX2	27962137	27971139	13
q12.2	FLT3	28003274	28100592	13
q12.2	PAN3-AS1	28136843	28138193	13
q12.2	PAN3	28138506	28295335	13
q12.3	FLT1	28300344	28495128	13
q12.3	POMP	28659104	28678925	13
q12.3	SLC46A3	28700064	28718970	13
q12.3	MTUS2	28820348	29505947	13
q12.3	SLC7A1	29509410	29595688	13
q12.3	UBL3	29764371	29850684	13
q12.3	KATNAL1	30202630	30307484	13
q12.3	LINC00426	30340270	30377145	13
q12.3	HMGB1	30456704	30617597	13
q12.3	USPL1	30617693	30660770	13
q12.3	ALOX5AP	30713478	30764426	13
q12.3	TEX26-AS1	30881933	30933846	13
q12.3	TEX26	30932703	30975502	13
q12.3	HSPH1	31134974	31162388	13
q13.1	RXFP2	31739542	31803388	13
q13.1	EEF1DP3	31846841	31953472	13
q13.1	FRY	32031300	32299122	13
q13.1	ZAR1L	32303700	32315344	13
q13.1	BRCA2	32315474	32400266	13
q13.1	N4BP2L1	32400723	32428311	13
q13.1	N4BP2L2	32432417	32538885	13
q13.1	PDS5B	32586427	32778019	13
q13.1	KL	33016433	33066145	13
q13.1	STARD13	33103135	33350630	13
q13.2	RFC3	33818049	33966558	13
q13.3	NBEA	34942287	35673022	13
q13.3	MAB21L1	35474182	35477209	13
q13.3	DCLK1	35768652	36131306	13
q13.3	SOHLH2	36168208	36214615	13
q13.3	CCDC169-SOHLH2	36168794	36297842	13
q13.3	CCDC169	36222008	36297840	13
q13.3	SPG20	36301638	36370180	13
q13.3	CCNA1	36431520	36442882	13
q13.3	SERTM1	36673912	36697839	13
q13.3	RFXAP	36819224	36829104	13
q13.3	SMAD9	36844831	36920765	13
q13.3	ALG5	36949775	37000261	13
q13.3	EXOSC8	36998816	37009613	13
q13.3	CSNK1A1L	37103259	37105664	13
q13.3	LINC00547	37534940	37551536	13
q13.3	POSTN	37562583	37598844	13
q13.3	TRPC4	37636636	37870425	13
q13.3	UFM1	38349849	38363619	13
q13.3	FREM2	38687129	38887131	13
q13.3	STOML3	38965925	38991066	13
q13.3	PROSER1	39009866	39038076	13
q13.3	NHLRC3	39038306	39050109	13
q14.11	LHFP	39342892	39603528	13
q14.11	COG6	39655627	39791665	13
q14.11	MIR4305	39664034	39664135	13
q14.11	FOXO1	40469953	40666597	13
q14.11	MIR320D1	40727828	40727875	13
q14.11	MRPS31	40729135	40771173	13
q14.11	SLC25A15	40789412	40810111	13
q14.11	MIR621	40810766	40810861	13
q14.11	SUGT1P3	40882577	40921774	13
q14.11	ELF1	40931920	41061440	13
q14.11	WBP4	41061274	41084006	13
q14.11	KBTBD6	41127569	41132746	13
q14.11	KBTBD7	41189833	41194566	13
q14.11	MTRF1	41216369	41263577	13
q14.11	NAA16	41311205	41377030	13
q14.11	OR7E37P	41442770	41443666	13
q14.11	DGKH	42040036	42256578	13
q14.11	AKAP11	42272153	42323267	13
q14.11	TNFSF11	42562736	42608013	13
q14.11	FAM216B	42781550	42791549	13
q14.11	EPSTI1	42886388	42992271	13
q14.11	DNAJC15	43023203	43114224	13
q14.11	ENOX1	43213518	43786908	13
q14.11	CCDC122	43823909	43879727	13
q14.11	LACC1	43879284	43893932	13
q14.11	LINC00284	43908669	44030461	13
q14.11	SERP2	44373665	44397714	13
q14.11	TSC22D1	44432143	44577147	13
q14.11	TSC22D1-AS1	44575893	44580432	13
q14.12	LINC00330	44799503	44809630	13
q14.12	NUFIP1	44939249	44989483	13
q14.12	GTF2F2	45120515	45284909	13
q14.12	KCTD4	45192853	45194717	13
q14.13	TPT1	45333471	45341370	13
q14.13	SNORA31	45337480	45337609	13
q14.13	TPT1-AS1	45341345	45393413	13
q14.13	SLC25A30	45393316	45418455	13
q14.13	COG3	45464898	45536630	13
q14.13	SPERT	45702311	45714559	13
q14.13	SIAH3	45777243	45851736	13
q14.13	ZC3H13	45954465	46052759	13
q14.13	CPB2	46053186	46105076	13
q14.13	LCP1	46125920	46211871	13
q14.13	KIAA0226L	46342000	46438190	13
q14.13	LRCH1	46553168	46753040	13
q14.2	ESD	46771256	46797232	13
q14.2	HTR2A	46831550	46897076	13
q14.2	SUCLA2	47936491	48001354	13
q14.2	NUDT15	48037567	48047222	13
q14.2	MED4	48053323	48095131	13
q14.2	ITM2B	48233158	48270357	13
q14.2	RB1	48303751	48481986	13
q14.2	LPAR6	48389567	48444704	13
q14.2	RCBTB2	48488959	48533256	13
q14.2	CYSLTR2	48653711	48711226	13
q14.2	FNDC3A	48975912	49209779	13
q14.2	MLNR	49220338	49222377	13
q14.2	CDADC1	49247925	49293485	13
q14.2	CAB39L	49308650	49444126	13
q14.2	SETDB2	49444374	49495003	13
q14.2	PHF11	49495610	49528987	13
q14.2	RCBTB1	49531946	49585583	13
q14.2	ARL11	49628299	49633872	13
q14.2	EBPL	49660723	49691475	13
q14.2	KPNA3	49699307	49792921	13
q14.2	CTAGE10P	49890591	49892998	13
q14.2	SPRYD7	49912706	49936490	13
q14.2	DLEU2	49982552	50125720	13
q14.2	TRIM13	49995888	50020481	13
q14.2	MIR3613	49996415	49996501	13
q14.2	KCNRG	50015254	50020922	13
q14.2	MIR16-1	50048973	50049061	13
q14.2	DLEU1	50082171	50723236	13
q14.2	ST13P4	50172089	50173181	13
q14.3	DLEU7	50711008	50843939	13
q14.3	RNASEH2B	50909678	50973745	13
q14.3	GUCY1B2	50994511	51080862	13
q14.3	FAM124A	51222334	51284241	13
q14.3	SERPINE3	51335773	51364735	13
q14.3	INTS6	51354077	51454264	13
q14.3	MIR4703	51552589	51552667	13
q14.3	WDFY2	51584455	51767707	13
q14.3	DHRS12	51767993	51804157	13
q14.3	CCDC70	51861981	51866232	13
q14.3	ATP7B	51930436	52012125	13
q14.3	ALG11	52012398	52029664	13
q14.3	UTP14C	52024691	52033600	13
q14.3	NEK5	52033611	52129078	13
q14.3	NEK3	52132639	52159861	13
q14.3	THSD1	52377167	52406494	13
q14.3	VPS36	52412602	52450628	13
q14.3	CKAP2	52455429	52476628	13
q14.3	TPTE2P3	52522632	52586906	13
q14.3	HNRNPA1L2	52640786	52643796	13
q14.3	SUGT1	52652709	52700909	13
q14.3	LECT1	52703264	52739812	13
q14.3	MIR759	52810050	52810140	13
q14.3	PCDH8	52842889	52848641	13
q14.3	OLFM4	53028759	53052057	13
q14.3	MIR1297	54311972	54312048	13
q21.1	PRR20A	57140918	57143939	13
q21.1	PRR20C	57140918	57157082	13
q21.1	PRR20B	57147488	57150509	13
q21.1	PRR20D	57160632	57163653	13
q21.1	PRR20E	57167197	57170218	13
q21.1	PCDH17	57631810	57729311	13
q21.2	DIAPH3	59665583	60163987	13
q21.2	TDRD3	60396457	60573878	13
q21.2	MIR3169	61199798	61199880	13
q21.2	PCDH20	61409685	61415522	13
q21.31	OR7E156P	63742341	63742804	13
q21.32	PCDH9	66302834	67230445	13
q21.33	LINC00550	68861284	68885325	13
q21.33	KLHL1	69700594	70108493	13
q21.33	ATXN8OS	70107213	70139429	13
q21.33	DACH1	71437966	71867192	13
q21.33	MZT1	72708357	72727687	13
q21.33	BORA	72727749	72756198	13
q21.33	DIS3	72752169	72782096	13
q21.33	PIBF1	72782059	73016461	13
q22.1	KLF5	73054976	73077542	13
q22.1	KLF12	73686089	73995056	13
q22.1	LINC00347	74552503	74565445	13
q22.2	CTAGE11P	75237944	75240296	13
q22.2	TBC1D4	75284665	75482114	13
q22.2	COMMD6	75525219	75549439	13
q22.2	UCHL3	75549480	75606020	13
q22.2	LMO7	75620434	75859870	13
q22.3	KCTD12	76880166	76886390	13
q22.3	BTF3P11	76928066	76928836	13
q22.3	CLN5	76990660	77019143	13
q22.3	FBXL3	76992598	77027195	13
q22.3	MYCBP2	77044655	77327050	13
q22.3	SCEL	77535674	77645263	13
q22.3	SLAIN1	77697854	77764242	13
q22.3	MIR3665	77698012	77698116	13
q22.3	EDNRB	77895481	77919768	13
q31.1	POU4F1	78598362	78603560	13
q31.1	RNF219	78614291	78659179	13
q31.1	RBM26	79311824	79406477	13
q31.1	RBM26-AS1	79406309	79424328	13
q31.1	NDFIP2	79481124	79556075	13
q31.1	SPRY2	80335976	80340951	13
q31.1	SLITRK1	83877205	83882393	13
q31.1	SLITRK6	85792790	85799488	13
q31.2	MIR4500HG	87427214	87671259	13
q31.2	MIR4500	87618665	87618740	13
q31.2	SLITRK5	87672615	87696272	13
q31.3	LINC00410	90890954	90926597	13
q31.3	MIR17HG	91347820	91354579	13
q31.3	GPC5	91398607	92873682	13
q31.3	GPC6	93226842	94407401	13
q32.1	DCT	94436808	94479682	13
q32.1	TGDS	94574051	94596257	13
q32.1	GPR180	94601903	94634645	13
q32.1	SOX21	94709622	94712399	13
q32.1	ABCC4	95019829	95301446	13
q32.1	CLDN10	95433604	95579759	13
q32.1	DZIP1	95578202	95644703	13
q32.1	DNAJC3	95677139	95794989	13
q32.1	UGGT2	95801580	96053482	13
q32.1	HS6ST3	96090839	96839562	13
q32.1	OXGR1	96985719	96994730	13
q32.1	MBNL2	97221434	97394120	13
q32.1	RAP2A	97434222	97469128	13
q32.2	IPO5	97953658	98024297	13
q32.2	FARP1	98142562	98455176	13
q32.2	RNF113B	98175785	98177265	13
q32.2	MIR3170	98208524	98208600	13
q32.2	STK24	98445185	98577940	13
q32.3	SLC15A1	98683801	98752654	13
q32.3	DOCK9	98793429	99086625	13
q32.3	UBAC2-AS1	99196377	99200710	13
q32.3	UBAC2	99200774	99386434	13
q32.3	GPR18	99254714	99261744	13
q32.3	GPR183	99294530	99307405	13
q32.3	MIR623	99356131	99356228	13
q32.3	TM9SF2	99501417	99564006	13
q32.3	CLYBL	99606669	99897134	13
q32.3	MIR4306	99643059	99643149	13
q32.3	ZIC5	99962964	99971909	13
q32.3	ZIC2	99981772	99986773	13
q32.3	PCCA	100089015	100530437	13
q32.3	TMTC4	100603927	100675093	13
q33.1	NALCN	101053776	101416492	13
q33.1	ITGBL1	101452593	101720856	13
q33.1	FGF14	101710804	102402457	13
q33.1	MIR2681	101967642	101967746	13
q33.1	MIR4705	102045934	102046004	13
q33.1	FGF14-IT1	102292327	102394519	13
q33.1	TPP2	102597003	102679958	13
q33.1	METTL21C	102685744	102694504	13
q33.1	CCDC168	102729369	102759070	13
q33.1	TEX30	102765990	102773811	13
q33.1	KDELC1	102784281	102799007	13
q33.1	BIVM	102799049	102841535	13
q33.1	BIVM-ERCC5	102807354	102872398	13
q33.1	ERCC5	102844844	102876001	13
q33.1	SLC10A2	103043998	103066846	13
q33.2	DAOA-AS1	105459055	105505681	13
q33.2	DAOA	105465867	105491034	13
q33.2	LINC00460	106376563	106378217	13
q33.3	EFNB2	106489731	106535114	13
q33.3	ARGLU1	106541673	106568164	13
q33.3	FAM155A	107163510	107866735	13
q33.3	LIG4	108207439	108218368	13
q33.3	ABHD13	108218379	108234255	13
q33.3	TNFSF13B	108251240	108308484	13
q33.3	MYO16	108596152	109208007	13
q34	IRS2	109752698	109786568	13
q34	COL4A1	110148963	110307149	13
q34	COL4A2	110305812	110513027	13
q34	RAB20	110523066	110561733	13
q34	CARS2	110641412	110713603	13
q34	ING1	110712736	110723339	13
q34	LINC00346	110863987	110870251	13
q34	ANKRD10	110878540	110915069	13
q34	ARHGEF7	111114559	111305737	13
q34	TEX29	111316184	111344249	13
q34	SOX1	112067647	112070488	13
q34	SPACA7	112376319	112434689	13
q34	TUBGCP3	112485005	112588167	13
q34	ATP11A	112690329	112887168	13
q34	MCF2L	112894378	113099739	13
q34	MCF2L-AS1	112967484	112968824	13
q34	F7	113105788	113120681	13
q34	F10	113122814	113149529	13
q34	PROZ	113158654	113172383	13
q34	PCID2	113177539	113208715	13
q34	CUL4A	113208193	113267108	13
q34	LAMP1	113297241	113323672	13
q34	GRTP1	113324164	113364148	13
q34	ADPRHL1	113399610	113453524	13
q34	DCUN1D2	113455819	113490952	13
q34	TMCO3	113490995	113554590	13
q34	TFDP1	113584721	113641470	13
q34	ATP4B	113648804	113658186	13
q34	GRK1	113667155	113737735	13
q34	LINC00552	113748511	113751089	13
q34	GAS6	113820549	113864067	13
q34	RASA3	113977783	114132611	13
q34	CDC16	114234887	114272723	13
q34	UPF3A	114281584	114305817	13
q34	CHAMP1	114314513	114327328	13
q11.2	OR11H12	18601045	18602129	14
q11.2	POTEM	18967434	18999012	14
q11.2	POTEG	19402486	19434341	14
q11.2	OR11H2	19712936	19713920	14
q11.2	OR4N2	19719015	19828372	14
q11.2	OR4Q3	19747428	19748369	14
q11.2	OR4M1	19780242	19781357	14
q11.2	OR4K2	19876232	19877309	14
q11.2	OR4K5	19920582	19921659	14
q11.2	OR4K1	19935608	19936683	14
q11.2	OR4K15	19975444	19976659	14
q11.2	OR4K14	20014260	20015193	14
q11.2	OR4K13	20033844	20034760	14
q11.2	OR4L1	20060045	20060983	14
q11.2	OR4K17	20117407	20118438	14
q11.2	OR4N5	20143736	20144662	14
q11.2	OR11G2	20197336	20198446	14
q11.2	OR11H6	20223632	20224805	14
q11.2	OR11H4	20242739	20243820	14
q11.2	TTC5	20256558	20305994	14
q11.2	CCNB1IP1	20311368	20333312	14
q11.2	SNORD126	20326450	20326526	14
q11.2	RPPH1	20343075	20343407	14
q11.2	PARP2	20343582	20357905	14
q11.2	TEP1	20365667	20413429	14
q11.2	KLHL33	20425870	20435811	14
q11.2	OSGEP	20446411	20455105	14
q11.2	APEX1	20455191	20457772	14
q11.2	TMEM55B	20457719	20461612	14
q11.2	PNP	20468954	20477094	14
q11.2	RNASE10	20505537	20511169	14
q11.2	RNASE9	20556093	20560931	14
q11.2	RNASE11	20583559	20609884	14
q11.2	RNASE12	20590193	20590823	14
q11.2	OR6S1	20640696	20641691	14
q11.2	RNASE4	20684100	20701215	14
q11.2	ANG	20684177	20698971	14
q11.2	EDDM3A	20731699	20748380	14
q11.2	EDDM3B	20768427	20770948	14
q11.2	RNASE6	20781051	20782467	14
q11.2	RNASE1	20801228	20803278	14
q11.2	RNASE3	20891399	20892348	14
q11.2	RNASE2	20955452	20956436	14
q11.2	METTL17	20989770	20997035	14
q11.2	SLC39A2	20999255	21001871	14
q11.2	NDRG2	21016763	21070872	14
q11.2	TPPP2	21024109	21036276	14
q11.2	RNASE13	21032820	21034785	14
q11.2	RNASE7	21042226	21044234	14
q11.2	RNASE8	21057822	21058455	14
q11.2	ARHGEF40	21070270	21090240	14
q11.2	ZNF219	21090046	21104722	14
q11.2	OR5AU1	21154865	21156063	14
q11.2	HNRNPC	21209136	21269494	14
q11.2	RPGRIP1	21287939	21351301	14
q11.2	SUPT16H	21351472	21384266	14
q11.2	CHD8	21385194	21456126	14
q11.2	SNORD9	21392150	21392253	14
q11.2	SNORD8	21397292	21397401	14
q11.2	RAB2B	21459020	21476973	14
q11.2	TOX4	21476597	21499175	14
q11.2	METTL3	21498133	21511375	14
q11.2	SALL2	21521081	21537216	14
q11.2	OR10G3	21569803	21570744	14
q11.2	OR10G2	21633836	21634940	14
q11.2	OR4E2	21665083	21666024	14
q11.2	DAD1	22564905	22589269	14
q11.2	ABHD4	22598237	22613215	14
q11.2	OXA1L	22766522	22773041	14
q11.2	SLC7A7	22773222	22829820	14
q11.2	MRPL52	22829879	22835037	14
q11.2	MMP14	22836557	22849027	14
q11.2	LRP10	22871613	22881580	14
q11.2	REM2	22883165	22887686	14
q11.2	RBM23	22893206	22919184	14
q11.2	PRMT5	22920511	22929585	14
q11.2	HAUS4	22946228	22957161	14
q11.2	AJUBA	22971174	22982642	14
q11.2	C14orf93	22985908	23010166	14
q11.2	PSMB5	23016543	23035230	14
q11.2	PSMB11	23042167	23044276	14
q11.2	CDH24	23047062	23057538	14
q11.2	ACIN1	23058564	23095614	14
q11.2	C14orf119	23094765	23100462	14
q11.2	CEBPE	23117304	23119616	14
q11.2	SLC7A8	23125295	23183674	14
q11.2	HOMEZ	23272422	23299447	14
q11.2	PPP1R3E	23295643	23302848	14
q11.2	BCL2L2	23298790	23311759	14
q11.2	BCL2L2-PABPN1	23306835	23325369	14
q11.2	PABPN1	23321289	23326185	14
q11.2	SLC22A17	23346306	23352912	14
q11.2	EFS	23356402	23365752	14
q11.2	IL25	23372809	23376403	14
q11.2	CMTM5	23376808	23379772	14
q11.2	MYH6	23381990	23408277	14
q11.2	MIR208A	23388596	23388666	14
q11.2	MYH7	23412738	23435718	14
q11.2	MIR208B	23417987	23418063	14
q11.2	NGDN	23469688	23509862	14
q11.2	ZFHX2	23520855	23556192	14
q11.2	THTPA	23555988	23560271	14
q11.2	AP1G2	23559565	23568070	14
q11.2	JPH4	23568035	23578800	14
q11.2	DHRS2	23630115	23645639	14
q11.2	DHRS4	23953586	23969279	14
q11.2	DHRS4L2	23969874	24006408	14
q11.2	DHRS4L1	24036453	24051028	14
q11.2	CPNE6	24070837	24078100	14
q12	NRL	24080107	24115014	14
q11.2	PCK2	24094053	24110598	14
q12	DCAF11	24114195	24125242	14
q12	FITM1	24131275	24132849	14
q12	PSME1	24136158	24138967	14
q12	PSME2	24143362	24147570	14
q12	RNF31	24146683	24160661	14
q12	IRF9	24161053	24166565	14
q12	REC8	24171853	24180257	14
q12	IPO4	24180219	24188964	14
q12	TM9SF1	24189143	24195687	14
q12	TSSK4	24205697	24208362	14
q12	CHMP4A	24209583	24213869	14
q12	MDP1	24213937	24216070	14
q12	NEDD8-MDP1	24213955	24232352	14
q12	NEDD8	24216852	24232454	14
q12	GMPR2	24232422	24239242	14
q12	TINF2	24239643	24242674	14
q12	TGM1	24249114	24264432	14
q12	RABGGTA	24265538	24271739	14
q12	DHRS1	24290598	24299833	14
q12	CIDEB	24305096	24311430	14
q12	LTB4R2	24305734	24312053	14
q12	LTB4R	24311450	24318036	14
q12	ADCY4	24318349	24335093	14
q12	RIPK3	24336021	24340045	14
q12	NFATC4	24365673	24379604	14
q12	NYNRIN	24398786	24419288	14
q12	CBLN3	24426532	24430954	14
q12	KHNYN	24429286	24441834	14
q12	SDR39U1	24439766	24442905	14
q12	CMA1	24505353	24508265	14
q12	CTSG	24573522	24576260	14
q12	GZMH	24606480	24609699	14
q12	GZMB	24630954	24634267	14
q12	STXBP6	24809656	25050297	14
q12	NOVA1	26443093	26597754	14
q12	MIR4307	26908642	26908725	14
q12	FOXG1	28760330	28770277	14
q12	PRKD1	29576479	30191898	14
q12	G2E3	30559123	30620063	14
q12	SCFD1	30622112	30735812	14
q12	COCH	30874514	30895065	14
q12	STRN3	30893799	31026401	14
q12	MIR624	31014646	31014742	14
q12	AP4S1	31025106	31096450	14
q12	HECTD1	31100112	31207804	14
q12	HEATR5A	31291791	31420582	14
q12	GPR33	31482964	31487945	14
q12	NUBPL	31489956	31861224	14
q12	ARHGAP5-AS1	32074946	32076793	14
q12	ARHGAP5	32076114	32159728	14
q12	AKAP6	32329273	32837681	14
q13.1	NPAS3	32934933	33804176	14
q13.1	EGLN3	33924231	34462774	14
q13.1	SPTSSA	34432789	34462356	14
q13.1	EAPP	34515929	34539711	14
q13.1	SNX6	34561094	34630183	14
q13.1	CFL2	34706769	34714823	14
q13.2	BAZ1A	34752731	34875647	14
q13.2	IGBP1P1	34939324	34940332	14
q13.2	SRP54	34981957	35029567	14
q13.2	FAM177A1	35044907	35113130	14
q13.2	PPP2R3C	35085467	35122517	14
q13.2	KIAA0391	35121846	35277614	14
q13.2	PSMA6	35278633	35317493	14
q13.2	NFKBIA	35401511	35404749	14
q13.2	INSM2	35534042	35537054	14
q13.2	RALGAPA1	35538352	35809304	14
q13.2	BRMS1L	35826318	35932325	14
q13.3	MBIP	36298558	36320676	14
q13.3	SFTA3	36473288	36513829	14
q13.3	NKX2-1	36516392	36521149	14
q13.3	NKX2-8	36580579	36582607	14
q13.3	PAX9	36657568	36679715	14
q13.3	SLC25A21	36678431	37172866	14
q13.3	MIR4503	36952309	36952391	14
q13.3	MIPOL1	37197913	37552361	14
q21.1	FOXA1	37589984	37596059	14
q21.1	SSTR1	38207999	38213067	14
q21.1	CLEC14A	38254103	38256369	14
q21.1	SEC23A	39031919	39109646	14
q21.1	GEMIN2	39114223	39136973	14
q21.1	TRAPPC6B	39147811	39170532	14
q21.1	PNN	39175183	39183218	14
q21.1	MIA2	39230231	39253655	14
q21.1	CTAGE5	39265284	39388513	14
q21.1	FBXO33	39397669	39432500	14
q21.1	LRFN5	41607570	41904549	14
q21.2	FSCB	44504342	44507279	14
q21.2	C14orf28	44897295	44907257	14
q21.2	KLHL28	44924319	45042322	14
q21.2	FAM179B	44962208	45074431	14
q21.2	PRPF39	45084099	45116282	14
q21.2	SNORD127	45110883	45110968	14
q21.2	FKBP3	45115600	45135319	14
q21.2	FANCM	45135940	45200890	14
q21.2	MIS18BP1	45203190	45253540	14
q21.2	RPL10L	46651010	46651821	14
q21.3	MDGA2	46839629	47674954	14
q21.3	MIR548Y	47760995	47761104	14
q21.3	RPS29	49570984	49599164	14
q21.3	LRR1	49598697	49614672	14
q21.3	RPL36AL	49618519	49620685	14
q21.3	MGAT2	49620795	49623481	14
q21.3	DNAAF2	49625174	49635230	14
q21.3	POLE2	49643555	49688422	14
q21.3	KLHDC1	49693105	49753152	14
q21.3	KLHDC2	49767608	49786385	14
q21.3	NEMF	49782083	49853203	14
q21.3	ARF6	49893092	49897054	14
q21.3	SOS2	50117120	50231558	14
q21.3	L2HGDH	50237563	50312548	14
q21.3	ATP5S	50312326	50335558	14
q22.1	CDKL1	50329404	50416461	14
q22.1	MAP4K5	50418501	50561126	14
q22.1	ATL1	50532509	50633068	14
q22.1	SAV1	50632058	50668331	14
q22.1	NIN	50719763	50831121	14
q22.1	PYGL	50857891	50944736	14
q22.1	ABHD12B	50872160	50904970	14
q22.1	TRIM9	50975262	51096061	14
q22.1	TMX1	51240162	51257546	14
q22.1	FRMD6	51489100	51730727	14
q22.1	FRMD6-AS1	51649516	51651744	14
q22.1	GNG2	51826195	51979342	14
q22.1	C14orf166	51989475	52010691	14
q22.1	NID2	52004803	52069228	14
q22.1	PTGDR	52267713	52276724	14
q22.1	PTGER2	52314305	52328606	14
q22.1	TXNDC16	52430590	52552522	14
q22.1	GPR137C	52553148	52637713	14
q22.1	PSMC6	52707172	52728587	14
q22.1	STYX	52730180	52774998	14
q22.1	GNPNAT1	52775194	52791668	14
q22.1	FERMT2	52857268	52952435	14
q22.1	DDHD1	53036745	53153282	14
q22.2	BMP4	53949736	53958761	14
q22.2	CDKN3	54396849	54420218	14
q22.2	GMFB	54474484	54489196	14
q22.2	CGRRF1	54509812	54539309	14
q22.2	SAMD4A	54567097	54793315	14
q22.2	GCH1	54842008	54902852	14
q22.2	MIR4308	54878113	54878193	14
q22.3	WDHD1	54938950	55027105	14
q22.3	SOCS4	55027230	55049488	14
q22.3	MAPK1IP1L	55051631	55070192	14
q22.3	LGALS3	55124110	55145413	14
q22.3	DLGAP5	55148112	55191678	14
q22.3	FBXO34	55271303	55361918	14
q22.3	ATG14	55366392	55411858	14
q22.3	TBPL2	55413541	55456726	14
q22.3	KTN1-AS1	55499278	55580110	14
q22.3	KTN1	55559072	55701526	14
q22.3	RPL13AP3	55766177	55767717	14
q22.3	LINC00520	55781135	55796688	14
q22.3	PELI2	56117814	56301526	14
q22.3	OTX2	56799905	56810479	14
q22.3	EXOC5	57200507	57269008	14
q22.3	NAA30	57390544	57415917	14
q22.3	C14orf105	57469301	57493867	14
q23.1	SLC35F4	57563922	57982194	14
q23.1	C14orf37	57999735	58298139	14
q23.1	ACTR10	58200080	58235636	14
q23.1	PSMA3	58244831	58272012	14
q23.1	ARID4A	58298385	58373887	14
q23.1	TOMM20L	58395916	58408701	14
q23.1	TIMM9	58408494	58427614	14
q23.1	KIAA0586	58427385	58551289	14
q23.1	DACT1	58633967	58648321	14
q23.1	DAAM1	59188646	59371405	14
q23.1	GPR135	59429022	59465342	14
q23.1	JKAMP	59484443	59505410	14
q23.1	RTN1	59595976	59870966	14
q23.1	DHRS7	60144120	60169856	14
q23.1	PPM1A	60245752	60299087	14
q23.1	C14orf39	60396469	60515543	14
q23.1	SIX6	60508951	60512850	14
q23.1	SIX1	60643415	60658259	14
q23.1	SIX4	60709528	60724348	14
q23.1	MNAT1	60734742	60969953	14
q23.1	TRMT5	60971451	60981358	14
q23.1	SLC38A6	60981114	61083733	14
q23.1	PRKCH	61187559	61550976	14
q23.1	TMEM30B	61277370	61281840	14
q23.2	HIF1A	61695513	61748259	14
q23.2	HIF1A-AS2	61715558	61751097	14
